tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
tacet,medium,shift,0.2,ar1-n0.3,0.4,23,5000,false,0.703125,,312,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.703125, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,iid,,29,5000,true,0.910000,,3124,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.89",fail
silent-native,medium,shift,0.2,ar1-0.6,,19,5000,false,0.050000,,249,10000,"diff=33.0ns, CI_lower=20.7ns, Δ=168.7ns",pass
silent-native,medium,shift,0.2,iid,,4,5000,false,0.050000,,239,10000,"diff=34.7ns, CI_lower=29.8ns, Δ=75.9ns",pass
silent-native,medium,shift,0.2,ar1-n0.3,,28,5000,false,0.050000,,222,10000,"diff=30.2ns, CI_lower=18.8ns, Δ=173.0ns",pass
silent-native,medium,shift,0.2,iid,,23,5000,false,0.050000,,238,10000,"diff=24.8ns, CI_lower=19.9ns, Δ=75.5ns",pass
rtlf-native,medium,shift,0.2,iid,,20,5000,true,0.910000,,2914,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.80",fail
tacet,medium,shift,0.2,ar1-0.3,100,29,5000,false,0.000000,,333,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,29,5000,false,,,5,9981,"max|t|=4.36, tau=-0.0436, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,29,5000,false,,,0,10000,"|t|=4.20, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,29,5000,true,0.999381,,3,10000,"D=0.0402, p=0.0006, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,29,5000,true,0.999755,,0,10000,"A²=8.6097, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,29,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-0.3,,24,5000,false,0.050000,,224,10000,"diff=35.9ns, CI_lower=25.3ns, Δ=170.1ns",pass
silent-native,medium,shift,0.2,iid,,29,5000,false,0.050000,,206,10000,"diff=26.3ns, CI_lower=21.1ns, Δ=75.8ns",pass
tacet,medium,shift,0.2,ar1-n0.3,0.4,26,5000,false,0.822917,,330,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8229166666666666, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,iid,,20,5000,false,0.050000,,220,10000,"diff=27.5ns, CI_lower=22.6ns, Δ=75.0ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,20,5000,false,0.140625,,359,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.140625, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.3,0.4,29,5000,false,0.875000,,284,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.875, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,0.4,5,5000,true,1.000000,,372,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,12,5000,true,0.910000,,3068,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.19",fail
tacet,medium,shift,0.2,iid,0.4,24,5000,true,1.000000,,351,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,25,5000,true,0.968750,,328,5000,"Fail (P=96.9%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,0,5000,false,0.453125,,342,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.453125, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,ar1-0.6,,7,5000,true,0.910000,,3013,10000,"significant at deciles [30, 40, 50, 60, 70, 80], max_excess=1.78",fail
tacet,medium,shift,0.2,ar1-n0.3,100,26,5000,false,0.000000,,370,5000,Pass (P=0.0%),pass
timing-tvla,medium,shift,0.2,ar1-n0.3,,29,5000,true,,,0,10000,"|t|=4.61, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.3,,29,5000,true,0.999329,,1,10000,"D=0.0400, p=0.0007, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,29,5000,true,0.999901,,0,10000,"A²=10.4214, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.3,,29,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-0.3,,12,5000,true,0.910000,,3071,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.81",fail
silent-native,medium,shift,0.2,ar1-0.6,,12,5000,false,0.050000,,266,10000,"diff=50.0ns, CI_lower=38.6ns, Δ=168.5ns",pass
tacet,medium,shift,0.2,ar1-n0.3,100,29,5000,false,0.000000,,347,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,29,5000,true,,,3,9455,"max|t|=4.79, tau=-0.0493, threshold=4.5",fail
dudect,medium,shift,0.2,ar1-0.3,,16,5000,false,,,3,9988,"max|t|=3.02, tau=-0.0302, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,16,5000,false,,,0,10000,"|t|=2.83, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,16,5000,true,0.995309,,1,10000,"D=0.0348, p=0.0047, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,16,5000,true,0.996605,,0,10000,"A²=4.8130, p=0.0034, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,16,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-n0.3,,25,5000,true,0.910000,,3130,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80], max_excess=1.91",fail
tacet,medium,shift,0.2,iid,0.4,21,5000,true,1.000000,,389,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.6,100,20,5000,false,0.000000,,387,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,20,5000,false,,,3,10000,"max|t|=4.39, tau=-0.0439, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,20,5000,false,,,0,10000,"|t|=4.39, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,20,5000,true,0.999823,,1,10000,"D=0.0432, p=0.0002, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,20,5000,true,0.999806,,0,10000,"A²=9.0785, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,20,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,100,5,5000,false,0.000000,,372,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,5,5000,true,,,3,10000,"max|t|=9.24, tau=-0.0924, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,5,5000,true,,,0,10000,"|t|=9.24, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,5,5000,true,1.000000,,0,10000,"D=0.0810, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,5,5000,true,1.000000,,0,10000,"A²=42.7268, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,5,5000,true,,,0,10000,non-overlapping box found at [14-19%],fail
rtlf-native,medium,shift,0.2,iid,,10,5000,true,0.910000,,3029,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.00",fail
tacet,medium,shift,0.2,iid,100,24,5000,false,0.000000,,355,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,24,5000,true,,,3,10000,"max|t|=8.85, tau=-0.0885, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,24,5000,true,,,0,10000,"|t|=8.85, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,24,5000,true,1.000000,,0,10000,"D=0.0776, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,24,5000,true,1.000000,,0,10000,"A²=36.1150, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,24,5000,true,,,0,10000,non-overlapping box found at [26-31%],fail
tacet,medium,shift,0.2,ar1-0.3,100,25,5000,false,0.000000,,369,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,25,5000,true,,,3,9972,"max|t|=6.54, tau=-0.0655, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,25,5000,true,,,0,10000,"|t|=6.37, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,25,5000,true,1.000000,,1,10000,"D=0.0608, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,25,5000,true,1.000000,,0,10000,"A²=21.0607, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,25,5000,true,,,0,10000,non-overlapping box found at [34-39%],fail
silent-native,medium,shift,0.2,ar1-0.6,,7,5000,false,0.050000,,280,10000,"diff=36.8ns, CI_lower=25.6ns, Δ=170.2ns",pass
tacet,medium,shift,0.2,ar1-0.3,100,0,5000,false,0.000000,,362,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,0,5000,true,,,8,9990,"max|t|=4.97, tau=-0.0497, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,0,5000,true,,,0,10000,"|t|=4.93, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,0,5000,true,0.999875,,1,10000,"D=0.0440, p=0.0001, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,0,5000,true,0.999936,,0,10000,"A²=11.2900, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,0,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-0.3,,12,5000,false,0.050000,,272,10000,"diff=42.0ns, CI_lower=31.4ns, Δ=169.1ns",pass
silent-native,medium,shift,0.2,ar1-n0.3,,25,5000,false,0.050000,,236,10000,"diff=37.7ns, CI_lower=26.0ns, Δ=170.8ns",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,14,5000,true,,,0,10000,"|t|=5.21, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,14,5000,true,0.999823,,1,10000,"D=0.0432, p=0.0002, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,14,5000,true,0.999952,,0,10000,"A²=11.8902, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,14,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,iid,,10,5000,false,0.050000,,222,10000,"diff=24.2ns, CI_lower=19.6ns, Δ=75.0ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,13,5000,false,0.697917,,349,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.6979166666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,100,21,5000,false,0.000000,,397,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-0.6,0.4,8,5000,false,0.093750,,357,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.09375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,13,5000,false,0.843750,,354,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.84375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,13,5000,false,0.020833,,304,5000,Pass (P=2.1%),pass
dudect,medium,shift,0.2,ar1-0.6,,13,5000,true,,,3,9990,"max|t|=6.76, tau=-0.0677, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,13,5000,true,,,0,10000,"|t|=6.70, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,13,5000,true,0.999999,,2,10000,"D=0.0550, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,13,5000,true,0.999999,,0,10000,"A²=20.4340, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,13,5000,true,,,0,10000,non-overlapping box found at [36-41%],fail
tacet,medium,shift,0.2,iid,0.4,11,5000,true,1.000000,,330,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.6,100,8,5000,false,0.000000,,321,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,8,5000,false,,,3,9972,"max|t|=2.89, tau=-0.0290, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,8,5000,false,,,0,10000,"|t|=2.79, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,8,5000,true,0.998421,,1,10000,"D=0.0378, p=0.0016, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,8,5000,true,0.997401,,0,10000,"A²=5.0289, p=0.0026, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,8,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-0.3,100,13,5000,false,0.000000,,355,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,13,5000,true,,,3,9988,"max|t|=6.02, tau=-0.0602, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,13,5000,true,,,0,10000,"|t|=5.97, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,13,5000,true,0.999971,,1,10000,"D=0.0472, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,13,5000,true,0.999995,,0,10000,"A²=16.4058, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,13,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,100,11,5000,false,0.000000,,388,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,11,5000,true,,,14,10000,"max|t|=7.32, tau=-0.0732, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,11,5000,true,,,0,10000,"|t|=7.32, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,11,5000,true,1.000000,,0,10000,"D=0.0644, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,11,5000,true,1.000000,,0,10000,"A²=25.6538, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,11,5000,true,,,0,10000,non-overlapping box found at [32-37%],fail
rtlf-native,medium,shift,0.2,ar1-0.3,,29,5000,true,0.910000,,3056,10000,"significant at deciles [30, 40, 50, 60, 70], max_excess=1.33",fail
silent-native,medium,shift,0.2,ar1-0.3,,29,5000,false,0.050000,,204,10000,"diff=28.7ns, CI_lower=17.8ns, Δ=170.8ns",pass
rtlf-native,medium,shift,0.2,ar1-n0.3,,29,5000,true,0.910000,,2995,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80], max_excess=1.60",fail
rtlf-native,medium,shift,0.2,iid,,24,5000,true,0.910000,,2913,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.70",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,0,5000,false,0.625000,,333,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.625, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,ar1-n0.3,,29,5000,false,0.050000,,216,10000,"diff=31.5ns, CI_lower=19.9ns, Δ=170.8ns",pass
rtlf-native,medium,shift,0.2,iid,,5,5000,true,0.910000,,3151,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.20",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,16,5000,true,0.910000,,3239,10000,"significant at deciles [30, 40, 50], max_excess=1.18",fail
silent-native,medium,shift,0.2,iid,,24,5000,false,0.050000,,267,10000,"diff=27.1ns, CI_lower=22.1ns, Δ=76.5ns",pass
rtlf-native,medium,shift,0.2,ar1-0.3,,25,5000,true,0.910000,,3195,10000,"significant at deciles [20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.26",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,20,5000,true,0.910000,,3306,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=1.42",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,0,5000,true,0.910000,,3161,10000,"significant at deciles [30, 40, 50, 60, 70, 80, 90], max_excess=1.55",fail
tacet,medium,shift,0.2,ar1-0.6,100,0,5000,false,0.005208,,351,5000,Pass (P=0.5%),pass
dudect,medium,shift,0.2,ar1-0.6,,0,5000,true,,,9,9984,"max|t|=5.32, tau=-0.0532, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,0,5000,true,,,0,10000,"|t|=5.17, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,0,5000,true,1.000000,,3,10000,"D=0.0558, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,0,5000,true,0.999977,,0,10000,"A²=13.3813, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,0,5000,true,,,0,10000,non-overlapping box found at [55-60%],fail
rtlf-native,medium,shift,0.2,ar1-0.6,,14,5000,true,0.910000,,3154,10000,"significant at deciles [20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.70",fail
silent-native,medium,shift,0.2,iid,,5,5000,false,0.050000,,247,10000,"diff=27.8ns, CI_lower=22.9ns, Δ=75.2ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,16,5000,false,0.050000,,238,10000,"diff=19.4ns, CI_lower=8.5ns, Δ=170.7ns",pass
tacet,medium,shift,0.2,iid,0.4,0,5000,true,1.000000,,360,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,1,5000,true,0.910000,,3152,10000,"significant at deciles [50, 60, 70, 80, 90], max_excess=1.50",fail
silent-native,medium,shift,0.2,ar1-0.6,,20,5000,false,0.050000,,246,10000,"diff=29.4ns, CI_lower=18.6ns, Δ=167.4ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,0,5000,false,0.050000,,244,10000,"diff=33.6ns, CI_lower=22.9ns, Δ=170.4ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,25,5000,false,0.050000,,258,10000,"diff=43.2ns, CI_lower=32.3ns, Δ=169.8ns",pass
silent-native,medium,shift,0.2,ar1-0.6,,14,5000,false,0.050000,,239,10000,"diff=35.6ns, CI_lower=23.6ns, Δ=171.1ns",pass
tacet,medium,shift,0.2,iid,0.4,25,5000,true,1.000000,,389,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
silent-native,medium,shift,0.2,ar1-0.6,,1,5000,false,0.050000,,200,10000,"diff=26.2ns, CI_lower=14.3ns, Δ=170.4ns",pass
tacet,medium,shift,0.2,iid,0.4,6,5000,true,1.000000,,352,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,17,5000,false,0.093750,,344,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.09375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,100,0,5000,false,0.000000,,403,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,0,5000,true,,,5,10000,"max|t|=8.52, tau=-0.0852, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,0,5000,true,,,0,10000,"|t|=8.52, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,0,5000,true,1.000000,,0,10000,"D=0.0686, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,0,5000,true,1.000000,,0,10000,"A²=34.4806, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,0,5000,true,,,0,10000,non-overlapping box found at [22-27%],fail
rtlf-native,medium,shift,0.2,ar1-0.6,,13,5000,true,0.910000,,3297,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.00",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,21,5000,false,0.177083,,347,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.17708333333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,26,5000,false,0.031250,,382,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 36.683184473489064, leak_probability_at_eff: 0.03125, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 36.7ns; P=3.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,1,5000,false,0.609375,,388,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.609375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,0.4,15,5000,false,0.036458,,347,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 42.65976558385773, leak_probability_at_eff: 0.036458333333333336, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 42.7ns; P=3.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0.2,iid,100,25,5000,false,0.000000,,363,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,25,5000,true,,,3,9990,"max|t|=10.06, tau=-0.1006, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,25,5000,true,,,0,10000,"|t|=10.00, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,25,5000,true,1.000000,,0,10000,"D=0.0814, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,25,5000,true,1.000000,,0,10000,"A²=46.5553, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,25,5000,true,,,0,10000,non-overlapping box found at [13-18%],fail
rtlf-native,medium,shift,0.2,ar1-0.6,,8,5000,true,0.910000,,3203,10000,"significant at deciles [50, 60, 70], max_excess=1.36",fail
rtlf-native,medium,shift,0.2,iid,,11,5000,true,0.910000,,3023,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.36",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,13,5000,true,0.910000,,3110,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.95",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,2,5000,false,0.625000,,356,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.625, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,100,17,5000,false,0.000000,,303,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,17,5000,false,,,11,9959,"max|t|=2.36, tau=-0.0236, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,17,5000,false,,,0,10000,"|t|=2.20, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,17,5000,false,0.941847,,1,10000,"D=0.0266, p=0.0582, alpha=0.05",pass
ad-test,medium,shift,0.2,ar1-0.3,,17,5000,true,0.959725,,0,10000,"A²=2.6726, p=0.0403, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,17,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,100,6,5000,false,0.000000,,372,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,6,5000,true,,,3,10000,"max|t|=9.42, tau=-0.0942, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,6,5000,true,,,0,10000,"|t|=9.42, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,6,5000,true,1.000000,,0,10000,"D=0.0832, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,6,5000,true,1.000000,,0,10000,"A²=43.0843, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,6,5000,true,,,0,10000,non-overlapping box found at [13-18%],fail
silent-native,medium,shift,0.2,ar1-0.6,,13,5000,false,0.050000,,292,10000,"diff=44.9ns, CI_lower=33.8ns, Δ=167.5ns",pass
silent-native,medium,shift,0.2,ar1-0.6,,8,5000,false,0.050000,,251,10000,"diff=18.8ns, CI_lower=6.9ns, Δ=169.0ns",pass
tacet,medium,shift,0.2,ar1-0.6,100,21,5000,false,0.000000,,373,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,21,5000,false,,,3,9853,"max|t|=4.35, tau=-0.0438, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,21,5000,false,,,0,10000,"|t|=3.85, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,21,5000,true,0.999912,,1,10000,"D=0.0448, p=0.0001, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,21,5000,true,0.999638,,0,10000,"A²=7.8315, p=0.0004, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,21,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,iid,,11,5000,false,0.050000,,259,10000,"diff=22.2ns, CI_lower=17.0ns, Δ=75.7ns",pass
tacet,medium,shift,0.2,ar1-0.3,100,1,5000,false,0.000000,,333,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,1,5000,false,,,3,9984,"max|t|=3.94, tau=-0.0395, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,1,5000,false,,,0,10000,"|t|=3.84, threshold=4.5",pass
silent-native,medium,shift,0.2,ar1-0.3,,13,5000,false,0.050000,,261,10000,"diff=40.3ns, CI_lower=29.0ns, Δ=168.8ns",pass
ks-test,medium,shift,0.2,ar1-0.3,,1,5000,true,0.997870,,1,10000,"D=0.0370, p=0.0021, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,1,5000,true,0.999451,,0,10000,"A²=6.9984, p=0.0005, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,1,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-0.3,100,26,5000,false,0.000000,,353,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-0.6,100,15,5000,false,0.000000,,331,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,26,5000,false,,,3,8979,"max|t|=3.04, tau=-0.0321, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,26,5000,false,,,0,10000,"|t|=2.99, threshold=4.5",pass
dudect,medium,shift,0.2,ar1-0.6,,15,5000,false,,,3,3391,"max|t|=2.77, tau=-0.0476, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,15,5000,false,,,0,10000,"|t|=2.37, threshold=4.5",pass
